date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi,year,month,month_name,day,season,aqi_category
2023-05-30,36.458333333333336,24.758333333333336,530.8333333333334,14.716666666666669,4.433333333333334,42.125,0.26375,0.25,1.7104166666666665,80.625,59.79166666666666,2023,5,May,Tuesday,Rainy / Wet,Moderate
2023-05-31,38.32083333333333,25.78333333333333,522.0833333333334,15.1,3.925,38.54166666666666,0.3445833333333333,0.4166666666666667,1.14375,72.375,50.04166666666666,2023,5,May,Wednesday,Rainy / Wet,Moderate
2023-06-01,38.45,26.22083333333333,576.625,15.8625,4.241666666666666,38.458333333333336,0.3416666666666666,0.4166666666666667,0.8479166666666668,84.95833333333333,62.79166666666666,2023,6,June,Thursday,Rainy / Wet,Moderate
2023-06-02,28.3875,19.54583333333333,449.75,12.416666666666666,3.333333333333333,39.875,0.3,0.0,0.75,69.25,44.375,2023,6,June,Friday,Rainy / Wet,Moderate
2023-06-03,39.454166666666666,27.129166666666663,639.7916666666666,17.275000000000002,4.2375,41.083333333333336,0.34125,0.0,1.1125,77.5,56.458333333333336,2023,6,June,Saturday,Rainy / Wet,Moderate
2023-06-04,32.7125,22.72083333333333,507.9583333333333,12.170833333333334,3.0666666666666664,41.375,0.3520833333333333,0.4583333333333333,0.7604166666666666,71.0,47.333333333333336,2023,6,June,Sunday,Rainy / Wet,Moderate
2023-06-05,36.47916666666666,25.195833333333336,549.3333333333334,15.854166666666666,3.470833333333333,35.416666666666664,0.3333333333333333,0.2083333333333333,0.8125,77.83333333333333,58.54166666666666,2023,6,June,Monday,Rainy / Wet,Moderate
2023-06-06,35.93333333333333,24.8125,510.1666666666667,13.545833333333334,3.125,39.04166666666666,0.2533333333333333,0.25,0.7749999999999999,75.45833333333333,55.54166666666666,2023,6,June,Tuesday,Rainy / Wet,Moderate
2023-06-07,39.85416666666666,27.3375,553.8333333333334,16.383333333333333,3.533333333333333,34.958333333333336,0.2483333333333333,0.0,0.6583333333333333,78.66666666666667,59.958333333333336,2023,6,June,Wednesday,Rainy / Wet,Moderate
2023-06-08,36.016666666666666,24.4125,467.9166666666667,14.666666666666666,2.770833333333333,39.458333333333336,0.28875,0.0,0.6541666666666667,81.125,61.208333333333336,2023,6,June,Thursday,Rainy / Wet,Moderate
2023-06-09,37.875,25.20833333333333,476.5416666666667,13.4375,3.6833333333333336,53.25,0.4520833333333333,0.0,1.3583333333333334,79.45833333333333,60.41666666666666,2023,6,June,Friday,Rainy / Wet,Moderate
2023-06-10,44.7375,29.96666666666667,556.875,15.191666666666668,3.7083333333333335,54.083333333333336,0.4004166666666666,0.0,1.16875,84.33333333333333,62.54166666666666,2023,6,June,Saturday,Rainy / Wet,Moderate
2023-06-11,43.770833333333336,28.766666666666666,500.4583333333333,11.154166666666669,6.858333333333333,59.583333333333336,0.3587499999999999,0.0,0.8270833333333334,83.29166666666667,62.083333333333336,2023,6,June,Sunday,Rainy / Wet,Moderate
2023-06-12,45.4375,31.275,578.375,9.758333333333333,7.870833333333334,57.958333333333336,0.4004166666666666,0.0,1.05625,91.45833333333331,65.125,2023,6,June,Monday,Rainy / Wet,Moderate
2023-06-13,53.3375,36.82083333333333,651.4166666666666,13.320833333333333,10.366666666666667,45.208333333333336,0.3587499999999999,0.0,1.0854166666666667,96.04166666666669,67.0,2023,6,June,Tuesday,Rainy / Wet,Moderate
2023-06-14,51.19583333333333,35.12916666666667,581.2916666666666,10.85,8.383333333333333,46.125,0.3799999999999999,0.0,0.9333333333333332,110.04166666666669,71.54166666666667,2023,6,June,Wednesday,Rainy / Wet,Unhealthy for Sensitive Groups
2023-06-15,36.6375,24.966666666666665,471.3333333333333,12.291666666666666,3.8,43.29166666666666,0.2558333333333333,0.0,1.0,80.95833333333333,59.0,2023,6,June,Thursday,Rainy / Wet,Moderate
2023-06-16,42.93333333333334,29.59583333333333,689.0416666666666,15.2375,7.420833333333333,52.54166666666666,0.3225,0.0,1.63125,85.5,63.0,2023,6,June,Friday,Rainy / Wet,Moderate
2023-06-17,43.775,30.4375,557.875,11.35,7.7875,42.75,0.3716666666666666,0.0,1.0479166666666666,90.75,65.04166666666667,2023,6,June,Saturday,Rainy / Wet,Moderate
2023-06-18,36.65416666666667,25.354166666666668,421.25,8.020833333333334,5.995833333333334,46.625,0.4058333333333333,0.875,1.2541666666666669,77.25,57.125,2023,6,June,Sunday,Rainy / Wet,Moderate
2023-06-19,35.40833333333333,24.266666666666666,468.4166666666667,10.208333333333334,7.5375,46.54166666666666,0.32125,0.6666666666666666,1.0375,76.66666666666667,57.083333333333336,2023,6,June,Monday,Rainy / Wet,Moderate
2023-06-20,39.82083333333333,27.070833333333336,494.6666666666667,10.9625,7.170833333333333,42.208333333333336,0.3058333333333333,0.3333333333333333,0.6604166666666667,80.79166666666667,61.083333333333336,2023,6,June,Tuesday,Rainy / Wet,Moderate
2023-06-21,38.57083333333333,26.433333333333334,473.6666666666667,9.154166666666669,6.775,49.66666666666666,0.2841666666666667,0.0,0.7291666666666666,81.70833333333333,61.54166666666666,2023,6,June,Wednesday,Rainy / Wet,Moderate
2023-06-22,31.7,21.78333333333333,440.625,8.025,5.4625,52.75,0.28375,0.125,0.7354166666666666,75.33333333333333,54.5,2023,6,June,Thursday,Rainy / Wet,Moderate
2023-06-23,31.55416666666667,21.1625,369.125,9.154166666666669,2.525,51.125,0.3091666666666666,0.2083333333333333,1.0625,70.0,45.5,2023,6,June,Friday,Rainy / Wet,Moderate
2023-06-24,36.97916666666666,23.679166666666664,412.875,10.779166666666669,3.1333333333333333,46.625,0.4095833333333333,0.0,1.1041666666666667,75.20833333333333,55.25,2023,6,June,Saturday,Rainy / Wet,Moderate
2023-06-25,33.6375,21.84583333333333,366.9166666666667,9.208333333333334,3.704166666666667,51.16666666666666,0.6116666666666667,1.0,1.5604166666666668,70.41666666666667,46.41666666666666,2023,6,June,Sunday,Rainy / Wet,Moderate
2023-06-26,32.2,21.45833333333333,419.4583333333333,11.25,3.7916666666666665,48.583333333333336,0.5475,1.3333333333333333,1.1395833333333334,70.25,46.083333333333336,2023,6,June,Monday,Rainy / Wet,Moderate
2023-06-27,25.266666666666666,17.033333333333335,331.5416666666667,6.9,2.020833333333333,35.708333333333336,0.22125,0.25,0.5187499999999999,65.66666666666667,39.208333333333336,2023,6,June,Tuesday,Rainy / Wet,Moderate
2023-06-28,33.9375,23.0625,408.9166666666667,6.5875,1.7958333333333334,35.25,0.23875,0.0,0.5395833333333334,64.125,37.41666666666666,2023,6,June,Wednesday,Rainy / Wet,Moderate
2023-06-29,34.97083333333333,23.89583333333333,484.7083333333333,7.0,1.8916666666666664,38.833333333333336,0.3008333333333333,0.0,0.8937499999999999,80.04166666666667,60.41666666666666,2023,6,June,Thursday,Rainy / Wet,Moderate
2023-06-30,28.52083333333333,19.78333333333333,452.75,6.075,1.6208333333333331,39.5,0.2920833333333333,0.0,1.35,68.125,42.833333333333336,2023,6,June,Friday,Rainy / Wet,Moderate
2023-07-01,27.46666666666667,18.8625,393.875,5.7875000000000005,1.65,43.0,0.3204166666666667,0.4583333333333333,1.0958333333333334,68.79166666666667,43.333333333333336,2023,7,July,Saturday,Rainy / Wet,Moderate
2023-07-02,30.383333333333336,20.258333333333333,383.4166666666667,5.8875,1.6625,39.16666666666666,0.2379166666666666,0.0416666666666666,1.31875,61.0,34.458333333333336,2023,7,July,Sunday,Rainy / Wet,Moderate
2023-07-03,29.416666666666668,19.679166666666667,371.0833333333333,5.820833333333333,1.6125,40.79166666666666,0.3470833333333333,0.0833333333333333,1.21875,71.29166666666667,47.708333333333336,2023,7,July,Monday,Rainy / Wet,Moderate
2023-07-04,24.304166666666664,16.662499999999998,369.75,5.395833333333333,1.4041666666666668,33.666666666666664,0.4045833333333333,0.0,0.8375,60.458333333333336,33.708333333333336,2023,7,July,Tuesday,Rainy / Wet,Moderate
2023-07-05,33.733333333333334,23.429166666666664,499.3333333333333,7.675,2.0375,36.875,0.3691666666666666,0.0,0.6208333333333333,63.833333333333336,37.125,2023,7,July,Wednesday,Rainy / Wet,Moderate
2023-07-06,58.16666666666666,40.28333333333334,757.2083333333334,10.9,1.8708333333333331,42.625,0.4479166666666667,0.9583333333333334,1.4604166666666665,114.08333333333331,72.58333333333333,2023,7,July,Thursday,Rainy / Wet,Unhealthy for Sensitive Groups
2023-07-07,26.85833333333333,18.20833333333333,429.0416666666667,5.970833333333334,1.6875,47.04166666666666,0.3808333333333333,1.2916666666666667,1.3604166666666666,70.375,43.083333333333336,2023,7,July,Friday,Rainy / Wet,Moderate
2023-07-08,21.104166666666668,14.3625,414.5833333333333,5.525,1.3833333333333335,43.833333333333336,0.22375,0.0,0.5,59.25,32.625,2023,7,July,Saturday,Rainy / Wet,Moderate
2023-07-09,26.329166666666666,18.0625,483.125,6.470833333333334,1.9541666666666664,50.958333333333336,0.2391666666666666,0.0,0.8312499999999999,61.91666666666666,35.166666666666664,2023,7,July,Sunday,Rainy / Wet,Moderate
2023-07-10,25.254166666666663,17.537499999999998,478.75,6.254166666666666,1.8583333333333332,52.91666666666666,0.2708333333333333,0.0,1.5625,62.75,36.04166666666666,2023,7,July,Monday,Rainy / Wet,Moderate
2023-07-11,28.97083333333333,19.808333333333334,418.7083333333333,6.1375,1.625,41.29166666666666,0.33125,0.0416666666666666,0.875,61.333333333333336,34.708333333333336,2023,7,July,Tuesday,Rainy / Wet,Moderate
2023-07-12,23.7,16.287499999999998,418.7083333333333,6.204166666666667,1.6208333333333331,44.583333333333336,0.2066666666666666,0.0,0.7895833333333333,63.458333333333336,36.75,2023,7,July,Wednesday,Rainy / Wet,Moderate
2023-07-13,30.729166666666668,20.941666666666663,447.9583333333333,6.533333333333334,1.9583333333333333,48.75,0.2691666666666666,0.0,0.975,63.583333333333336,36.833333333333336,2023,7,July,Thursday,Rainy / Wet,Moderate
2023-07-14,29.2125,20.204166666666666,464.5833333333333,7.175,1.8333333333333333,46.75,0.32875,0.0,1.01875,66.83333333333333,40.54166666666666,2023,7,July,Friday,Rainy / Wet,Moderate
2023-07-15,33.800000000000004,23.491666666666664,505.0833333333333,7.579166666666667,1.9666666666666668,46.66666666666666,0.4025,0.0,1.1375,75.66666666666667,55.833333333333336,2023,7,July,Saturday,Rainy / Wet,Moderate
2023-07-16,36.7625,25.620833333333334,563.1666666666666,8.129166666666666,2.216666666666667,43.54166666666666,0.39125,0.125,1.0541666666666667,80.45833333333333,60.25,2023,7,July,Sunday,Rainy / Wet,Moderate
2023-07-17,26.541666666666668,18.258333333333333,435.6666666666667,6.354166666666667,1.725,47.25,0.32375,0.2083333333333333,1.0354166666666669,65.66666666666667,40.208333333333336,2023,7,July,Monday,Rainy / Wet,Moderate
2023-07-18,22.2875,15.308333333333332,366.0416666666667,5.183333333333334,1.3958333333333333,44.583333333333336,0.3974999999999999,0.375,1.29375,59.375,32.75,2023,7,July,Tuesday,Rainy / Wet,Moderate
2023-07-19,30.804166666666664,21.041666666666668,425.1666666666667,6.895833333333333,1.7083333333333333,37.833333333333336,0.50125,0.0,0.8291666666666666,59.54166666666666,32.916666666666664,2023,7,July,Wednesday,Rainy / Wet,Moderate
2023-07-20,29.3625,20.0875,415.5833333333333,6.3125,1.625,42.79166666666666,0.4383333333333333,0.0,1.0979166666666669,72.0,49.25,2023,7,July,Thursday,Rainy / Wet,Moderate
2023-07-21,31.008333333333336,21.4625,457.125,6.6000000000000005,1.7916666666666667,39.29166666666666,0.3479166666666666,0.0416666666666666,1.20625,71.70833333333333,48.75,2023,7,July,Friday,Rainy / Wet,Moderate
2023-07-22,32.575,21.625,397.4166666666667,5.3375,1.5625,47.958333333333336,0.3895833333333333,0.0,1.0166666666666668,64.5,37.833333333333336,2023,7,July,Saturday,Rainy / Wet,Moderate
2023-07-23,36.28333333333333,24.391666666666666,461.8333333333333,6.8500000000000005,1.9041666666666668,47.16666666666666,0.3754166666666667,0.0,1.1729166666666666,78.0,58.875,2023,7,July,Sunday,Rainy / Wet,Moderate
2023-07-24,32.770833333333336,22.554166666666664,463.2916666666667,6.675,1.75,39.66666666666666,0.27625,0.0,0.5125000000000001,71.33333333333333,48.083333333333336,2023,7,July,Monday,Rainy / Wet,Moderate
2023-07-25,40.3625,27.85,513.375,6.9375,1.775,53.208333333333336,0.5145833333333333,0.0,1.65625,83.08333333333333,61.208333333333336,2023,7,July,Tuesday,Rainy / Wet,Moderate
2023-07-26,23.2125,15.733333333333334,319.125,4.629166666666666,1.35,50.333333333333336,0.5725,0.0,1.4875,67.20833333333333,42.375,2023,7,July,Wednesday,Rainy / Wet,Moderate
2023-07-27,21.64583333333333,14.666666666666666,300.1666666666667,4.679166666666666,1.225,44.79166666666666,0.33,0.5,1.025,55.91666666666666,29.5,2023,7,July,Thursday,Rainy / Wet,Moderate
2023-07-28,25.35,16.89166666666667,333.6666666666667,5.125,1.3083333333333331,39.833333333333336,0.3216666666666666,0.125,0.8270833333333334,55.458333333333336,29.20833333333333,2023,7,July,Friday,Rainy / Wet,Moderate
2023-07-29,29.804166666666664,19.879166666666663,395.125,6.729166666666667,1.6583333333333332,37.375,0.2458333333333333,0.0,0.525,65.29166666666667,38.583333333333336,2023,7,July,Saturday,Rainy / Wet,Moderate
2023-07-30,23.641666666666666,16.1875,356.5416666666667,5.45,1.45,44.125,0.2625,0.0833333333333333,1.36875,64.875,38.16666666666666,2023,7,July,Sunday,Rainy / Wet,Moderate
2023-07-31,21.8375,14.679166666666667,320.625,4.729166666666667,1.3083333333333331,42.833333333333336,0.26125,0.0,1.3395833333333331,57.833333333333336,31.375,2023,7,July,Monday,Rainy / Wet,Moderate
2023-08-01,20.679166666666667,13.395833333333334,268.9583333333333,4.0125,1.0833333333333333,43.708333333333336,0.2533333333333333,0.0,0.99375,52.04166666666666,25.916666666666668,2023,8,August,Tuesday,Rainy / Wet,Moderate
2023-08-02,26.741666666666664,16.916666666666668,246.29166666666663,4.075,1.1958333333333333,42.54166666666666,0.4283333333333333,0.0,1.5416666666666667,58.458333333333336,31.75,2023,8,August,Wednesday,Rainy / Wet,Moderate
2023-08-03,25.97083333333333,16.720833333333335,255.70833333333331,4.358333333333333,1.3083333333333331,43.958333333333336,0.4029166666666666,0.0,1.3291666666666666,60.41666666666666,33.708333333333336,2023,8,August,Thursday,Rainy / Wet,Moderate
2023-08-04,25.704166666666666,16.491666666666667,264.4166666666667,4.366666666666666,1.2791666666666666,42.375,0.4595833333333333,0.5,1.4041666666666666,60.29166666666666,33.583333333333336,2023,8,August,Friday,Rainy / Wet,Moderate
2023-08-05,23.725,15.241666666666667,277.625,4.483333333333333,1.2666666666666666,40.375,0.55875,0.75,1.2145833333333331,57.875,31.291666666666668,2023,8,August,Saturday,Rainy / Wet,Moderate
2023-08-06,28.829166666666666,18.825,254.04166666666663,4.316666666666666,1.2,37.458333333333336,0.6320833333333333,0.9583333333333334,0.8604166666666666,58.458333333333336,31.916666666666668,2023,8,August,Sunday,Rainy / Wet,Moderate
2023-08-07,30.3875,19.808333333333334,250.875,4.6875,1.2625,37.79166666666666,0.72625,0.25,1.13125,69.0,44.04166666666666,2023,8,August,Monday,Rainy / Wet,Moderate
2023-08-08,22.09583333333333,14.325,200.45833333333331,3.779166666666667,1.0791666666666666,38.66666666666666,0.6437499999999999,0.0,1.3291666666666666,60.75,34.0,2023,8,August,Tuesday,Rainy / Wet,Moderate
2023-08-09,24.8125,16.308333333333334,296.4166666666667,5.058333333333334,1.3916666666666666,39.54166666666666,0.6266666666666666,0.0,1.0625,52.75,26.666666666666668,2023,8,August,Wednesday,Rainy / Wet,Moderate
2023-08-10,32.225,21.429166666666664,407.9583333333333,6.2125,1.6375,41.083333333333336,0.5,0.0,1.0645833333333334,66.54166666666667,40.54166666666666,2023,8,August,Thursday,Rainy / Wet,Moderate
2023-08-11,43.59583333333333,30.1625,570.2083333333334,8.2125,2.3125,39.16666666666666,0.5504166666666667,0.0833333333333333,0.95625,76.04166666666667,55.208333333333336,2023,8,August,Friday,Rainy / Wet,Moderate
2023-08-12,43.72083333333333,30.258333333333336,578.5416666666666,7.195833333333334,1.9708333333333328,37.5,0.6516666666666667,0.375,0.9041666666666668,97.20833333333331,67.33333333333333,2023,8,August,Saturday,Rainy / Wet,Moderate
2023-08-13,23.6375,16.220833333333335,384.0833333333333,5.775,1.4791666666666667,36.29166666666666,0.2270833333333333,0.0,0.6729166666666666,68.54166666666667,43.833333333333336,2023,8,August,Sunday,Rainy / Wet,Moderate
2023-08-14,34.32083333333333,23.65416666666667,542.0833333333334,7.833333333333333,2.183333333333333,38.958333333333336,0.4775,0.0,0.6749999999999999,64.16666666666667,38.0,2023,8,August,Monday,Rainy / Wet,Moderate
2023-08-15,26.675,18.4875,463.6666666666667,5.404166666666666,1.7625,63.25,0.7533333333333334,0.0,1.5458333333333334,74.08333333333333,52.958333333333336,2023,8,August,Tuesday,Rainy / Wet,Moderate
2023-08-16,26.945833333333336,18.8,449.0833333333333,5.179166666666666,1.3916666666666666,48.083333333333336,0.6804166666666666,0.0,1.3104166666666666,60.04166666666666,33.458333333333336,2023,8,August,Wednesday,Rainy / Wet,Moderate
2023-08-17,24.54583333333333,16.966666666666665,436.5,5.6000000000000005,1.4458333333333335,41.66666666666666,0.2816666666666667,0.0,0.74375,65.58333333333333,39.0,2023,8,August,Thursday,Rainy / Wet,Moderate
2023-08-18,19.579166666666666,13.3,372.0,4.55,1.1833333333333331,45.708333333333336,0.2720833333333333,0.0,1.1145833333333333,55.875,29.541666666666668,2023,8,August,Friday,Rainy / Wet,Moderate
2023-08-19,31.1625,21.1375,486.75,6.733333333333333,1.8125,38.91666666666666,0.3491666666666667,1.625,0.8791666666666668,60.958333333333336,34.416666666666664,2023,8,August,Saturday,Rainy / Wet,Moderate
2023-08-20,29.387500000000003,20.141666666666666,485.7916666666667,6.075,1.8,45.41666666666666,0.3370833333333333,1.4583333333333333,1.1270833333333334,73.08333333333333,51.375,2023,8,August,Sunday,Rainy / Wet,Moderate
2023-08-21,26.48333333333333,18.03333333333333,421.4166666666667,5.491666666666666,1.6208333333333331,48.083333333333336,0.415,1.0416666666666667,1.9104166666666669,61.75,35.25,2023,8,August,Monday,Rainy / Wet,Moderate
2023-08-22,21.766666666666666,14.7125,367.5833333333333,5.008333333333334,1.3375,39.125,0.3695833333333333,0.9583333333333334,0.9125,58.833333333333336,32.333333333333336,2023,8,August,Tuesday,Rainy / Wet,Moderate
2023-08-23,21.945833333333336,15.120833333333335,355.5833333333333,6.070833333333333,1.5125,33.791666666666664,0.1866666666666666,0.0,0.8541666666666666,54.54166666666666,28.25,2023,8,August,Wednesday,Rainy / Wet,Moderate
2023-08-24,27.71666666666667,19.225,418.7916666666667,6.341666666666666,1.7583333333333335,36.54166666666666,0.33375,0.0,1.38125,62.875,36.083333333333336,2023,8,August,Thursday,Rainy / Wet,Moderate
2023-08-25,20.225,14.004166666666668,314.8333333333333,5.429166666666667,1.4083333333333332,35.166666666666664,0.4641666666666666,0.0,0.63125,61.625,35.041666666666664,2023,8,August,Friday,Rainy / Wet,Moderate
2023-08-26,18.775,12.6375,272.5,4.7875000000000005,1.2375,34.25,0.3529166666666667,0.0,1.24375,48.708333333333336,23.83333333333333,2023,8,August,Saturday,Rainy / Wet,Good
2023-08-27,27.808333333333334,19.066666666666663,379.0,6.408333333333334,1.7541666666666669,36.29166666666666,0.2725,0.0,1.39375,55.41666666666666,29.08333333333333,2023,8,August,Sunday,Rainy / Wet,Moderate
2023-08-28,31.6875,21.9125,457.2916666666667,6.3,1.8125,41.375,0.3579166666666666,0.0,1.8104166666666668,76.33333333333333,56.208333333333336,2023,8,August,Monday,Rainy / Wet,Moderate
2023-08-29,20.4375,14.058333333333332,302.7916666666667,5.3625,1.4458333333333335,34.375,0.3383333333333333,0.0,1.2291666666666667,56.79166666666666,30.541666666666668,2023,8,August,Tuesday,Rainy / Wet,Moderate
2023-08-30,20.120833333333334,13.645833333333334,290.3333333333333,5.341666666666666,1.35,30.625,0.1954166666666666,0.5,0.6583333333333333,56.083333333333336,29.58333333333333,2023,8,August,Wednesday,Rainy / Wet,Moderate
2023-08-31,24.554166666666664,16.854166666666668,353.1666666666667,6.7,1.7166666666666668,32.375,0.1570833333333333,0.0,1.375,55.91666666666666,29.5,2023,8,August,Thursday,Rainy / Wet,Moderate
2023-09-01,32.6625,22.53333333333333,431.375,7.020833333333333,1.7875,31.25,0.3070833333333333,0.25,0.8854166666666666,70.45833333333333,47.083333333333336,2023,9,September,Friday,Rainy / Wet,Moderate
2023-09-02,22.64583333333333,15.283333333333331,312.0,5.366666666666666,1.3833333333333335,30.041666666666668,0.2004166666666666,0.375,0.8583333333333334,60.54166666666666,34.333333333333336,2023,9,September,Saturday,Rainy / Wet,Moderate
2023-09-03,30.025,20.441666666666663,407.0416666666667,6.8500000000000005,1.7666666666666666,31.20833333333333,0.2079166666666666,0.0,1.25,62.708333333333336,35.875,2023,9,September,Sunday,Rainy / Wet,Moderate
2023-09-04,35.483333333333334,24.6375,503.8333333333333,6.704166666666667,1.9458333333333333,40.333333333333336,0.255,0.2083333333333333,1.6,75.125,54.708333333333336,2023,9,September,Monday,Rainy / Wet,Moderate
2023-09-05,27.641666666666666,19.03333333333333,417.9166666666667,6.029166666666666,1.7041666666666666,37.04166666666666,0.2241666666666666,0.0,1.375,70.16666666666667,46.375,2023,9,September,Tuesday,Rainy / Wet,Moderate
2023-09-06,27.325,18.804166666666667,393.25,5.470833333333334,1.5541666666666665,45.458333333333336,0.3020833333333333,0.2083333333333333,1.63125,65.0,38.083333333333336,2023,9,September,Wednesday,Rainy / Wet,Moderate
2023-09-07,23.616666666666664,16.337500000000002,353.8333333333333,4.991666666666666,1.3166666666666669,37.25,0.3691666666666666,0.0833333333333333,1.3,59.5,33.125,2023,9,September,Thursday,Rainy / Wet,Moderate
2023-09-08,18.9,12.870833333333332,297.2916666666667,4.9750000000000005,1.1041666666666667,29.25,0.1695833333333333,0.0,0.3458333333333334,54.625,28.45833333333333,2023,9,September,Friday,Rainy / Wet,Moderate
2023-09-09,31.0,21.17083333333333,391.8333333333333,6.8125,1.8333333333333333,32.375,0.15625,0.0,1.19375,57.91666666666666,31.45833333333333,2023,9,September,Saturday,Rainy / Wet,Moderate
2023-09-10,37.46666666666667,25.92083333333333,500.8333333333333,7.6,2.15,39.333333333333336,0.2304166666666667,0.7083333333333334,1.8541666666666667,80.25,59.958333333333336,2023,9,September,Sunday,Rainy / Wet,Moderate
2023-09-11,22.516666666666666,14.304166666666667,312.3333333333333,5.0,1.2125,36.833333333333336,0.3183333333333333,5.583333333333333,1.46875,64.41666666666667,39.208333333333336,2023,9,September,Monday,Rainy / Wet,Moderate
2023-09-12,19.45,12.854166666666666,262.25,4.508333333333334,1.0625,28.416666666666668,0.3608333333333333,1.7916666666666667,1.0895833333333331,54.083333333333336,27.95833333333333,2023,9,September,Tuesday,Rainy / Wet,Moderate
2023-09-13,28.308333333333334,19.09583333333333,374.9166666666667,6.945833333333333,1.7166666666666668,27.541666666666668,0.26,0.0,0.88125,55.875,29.58333333333333,2023,9,September,Wednesday,Rainy / Wet,Moderate
2023-09-14,33.329166666666666,22.90833333333333,446.875,6.8500000000000005,1.7291666666666667,32.833333333333336,0.285,0.0,1.4729166666666669,77.58333333333333,57.04166666666666,2023,9,September,Thursday,Rainy / Wet,Moderate
2023-09-15,20.72083333333333,14.029166666666669,300.125,5.266666666666667,1.1833333333333331,28.041666666666668,0.2008333333333333,0.75,1.0604166666666666,56.25,30.166666666666668,2023,9,September,Friday,Rainy / Wet,Moderate
2023-09-16,23.729166666666668,15.216666666666669,293.75,4.845833333333333,1.2708333333333333,32.208333333333336,0.185,0.7083333333333334,1.3416666666666668,56.958333333333336,30.625,2023,9,September,Saturday,Rainy / Wet,Moderate
2023-09-17,28.9,19.2125,365.625,6.204166666666667,1.4791666666666667,28.20833333333333,0.2591666666666666,1.0833333333333333,1.0270833333333331,57.91666666666666,31.5,2023,9,September,Sunday,Rainy / Wet,Moderate
2023-09-18,36.54583333333333,25.28333333333333,535.75,6.858333333333333,1.8166666666666669,32.333333333333336,0.4108333333333333,0.9166666666666666,0.7520833333333333,76.25,55.5,2023,9,September,Monday,Rainy / Wet,Moderate
2023-09-19,36.775,25.35833333333333,484.875,6.958333333333333,1.9166666666666667,46.833333333333336,0.3791666666666666,2.083333333333333,1.9333333333333331,76.58333333333333,58.208333333333336,2023,9,September,Tuesday,Rainy / Wet,Moderate
2023-09-20,30.27916666666667,20.891666666666666,423.7083333333333,6.216666666666666,1.6,42.625,0.34125,1.0416666666666667,1.1583333333333334,76.5,57.458333333333336,2023,9,September,Wednesday,Rainy / Wet,Moderate
2023-09-21,32.31666666666667,22.316666666666663,442.6666666666667,7.7375,1.95,35.666666666666664,0.2841666666666667,0.375,1.4791666666666667,66.75,40.5,2023,9,September,Thursday,Rainy / Wet,Moderate
2023-09-22,22.883333333333336,15.695833333333333,337.2916666666667,5.75,1.3708333333333331,33.125,0.2745833333333333,0.5,1.23125,66.375,40.625,2023,9,September,Friday,Rainy / Wet,Moderate
2023-09-23,31.191666666666663,21.42083333333333,430.7083333333333,7.458333333333333,1.825,28.83333333333333,0.19125,0.0416666666666666,0.7270833333333333,60.375,33.708333333333336,2023,9,September,Saturday,Rainy / Wet,Moderate
2023-09-24,36.9375,25.65,523.5,9.229166666666666,2.375,33.208333333333336,0.1804166666666666,0.0,1.5645833333333334,78.20833333333333,58.5,2023,9,September,Sunday,Rainy / Wet,Moderate
2023-09-25,30.366666666666664,21.0,430.5,6.9625,1.8458333333333328,42.625,0.2591666666666667,0.0833333333333333,1.4395833333333332,76.41666666666667,57.16666666666666,2023,9,September,Monday,Rainy / Wet,Moderate
2023-09-26,28.28333333333333,19.195833333333333,354.625,5.1375,1.3333333333333333,42.16666666666666,0.3974999999999999,2.125,2.1583333333333337,65.79166666666667,38.875,2023,9,September,Tuesday,Rainy / Wet,Moderate
2023-09-27,25.9375,17.504166666666666,374.5,6.204166666666667,1.6041666666666667,37.25,0.3295833333333333,2.333333333333333,1.3666666666666665,61.54166666666666,34.916666666666664,2023,9,September,Wednesday,Rainy / Wet,Moderate
2023-09-28,25.9,17.233333333333334,350.625,5.9625,1.4041666666666668,31.95833333333333,0.3075,3.0,0.93125,62.75,36.0,2023,9,September,Thursday,Rainy / Wet,Moderate
2023-09-29,26.04583333333333,17.841666666666665,388.125,7.091666666666666,1.6666666666666667,33.333333333333336,0.23375,1.9166666666666667,1.2104166666666667,59.333333333333336,32.875,2023,9,September,Friday,Rainy / Wet,Moderate
2023-09-30,22.2375,15.4,338.5,5.6125,1.4166666666666667,40.54166666666666,0.1783333333333333,0.3333333333333333,1.4166666666666667,63.958333333333336,37.125,2023,9,September,Saturday,Rainy / Wet,Moderate
2023-10-01,20.22083333333333,13.779166666666669,298.5833333333333,5.2625,1.2,33.25,0.1858333333333333,0.3333333333333333,1.3395833333333331,53.79166666666666,27.541666666666668,2023,10,October,Sunday,Rainy / Wet,Moderate
2023-10-02,27.316666666666663,18.5125,369.375,7.104166666666667,1.8375,33.041666666666664,0.1620833333333333,0.0,1.1625,56.125,29.916666666666668,2023,10,October,Monday,Rainy / Wet,Moderate
2023-10-03,32.24583333333333,22.275,465.375,8.345833333333333,2.2416666666666667,34.166666666666664,0.25375,0.0,0.9041666666666668,68.20833333333333,42.5,2023,10,October,Tuesday,Rainy / Wet,Moderate
2023-10-04,30.941666666666663,21.629166666666663,454.4583333333333,6.458333333333333,1.775,43.41666666666666,0.3316666666666666,0.0,1.4041666666666666,73.04166666666667,51.375,2023,10,October,Wednesday,Rainy / Wet,Moderate
